sequence,label
"[0.25200607102461403, 0.25200607102461403, 0.25200607102461403, 0.25200607102461403]",0
"[0.29935898119996884, 0.2993589811999688, 0.29935898119996884, 0.2993589811999688]",0
"[0.8658260141533466, 0.8658260141533465, 0.8658260141533465, 0.8658260141533466]",0
"[0.7423204710979435, 0.7423204710979434, 0.7423204710979434, 0.7423204710979435]",1
"[0.6712275126999876, 0.6712275126999876, 0.6712275126999876, 0.6712275126999876]",1
"[0.15695297368077502, 0.15695297368077504, 0.15695297368077504, 0.15695297368077502]",0
"[0.14892978601567958, 0.14892978601567958, 0.14892978601567958, 0.14892978601567955]",0
"[0.2834938097565318, 0.2834938097565318, 0.2834938097565319, 0.2834938097565318]",0
"[0.15365629094721756, 0.15365629094721756, 0.15365629094721756, 0.15365629094721753]",0
"[0.12596133449681968, 0.12596133449681968, 0.12596133449681968, 0.12596133449681968]",0
"[0.7305142959560175, 0.7305142959560175, 0.7305142959560175, 0.7305142959560176]",1
"[0.22897212588633845, 0.22897212588633845, 0.3132462599561631, 0.3132462599561631]",0
"[0.992191274700268, 0.9921912747002679, 0.9921912747002679, 0.992191274700268]",1
"[0.9779063561119069, 0.9779063561119069, 0.9779063561119069, 0.9779063561119069]",1
"[0.9973728725720762, 0.9973728725720762, 0.9973728725720762, 0.9973728725720762]",1
"[0.9776545419167204, 0.9776545419167204, 0.9776545419167204, 0.9776545419167205]",1
"[0.2882502107710397, 0.2882502107710397, 0.28825021077103974, 0.2882502107710397]",0
"[0.5024237755872826, 0.5024237755872826, 0.5024237755872826, 0.5024237755872826]",1
"[0.10837870983709777, 0.10837870983709778, 0.10837870983709777, 0.10837870983709777]",0
"[0.9985611139529039, 0.9985611139529039, 0.9985611139529038, 0.9985611139529039]",1
"[0.3745314026555031, 0.3745314026555031, 0.3745314026555031, 0.3745314026555031]",0
"[0.5570749847851597, 0.5570749847851597, 0.5570749847851597, 0.5570749847851597]",1
"[0.10736779827848267, 0.10736779827848267, 0.10736779827848267, 0.10736779827848267]",0
"[0.9883060996342151, 0.9883060996342151, 0.9883060996342151, 0.9883060996342152]",1
"[0.35194122064610334, 0.3519412206461033, 0.35194122064610334, 0.3519412206461033]",0
"[0.5740750378525343, 0.5740750378525343, 0.5740750378525343, 0.5740750378525344]",1
"[0.2442778239335614, 0.2442778239335614, 0.2442778239335614, 0.24427782393356137]",0
"[0.6267980593421897, 0.6267980593421897, 0.6267980593421896, 0.6267980593421897]",1
"[0.9795616050088584, 0.9795616050088584, 0.9795616050088584, 0.9795616050088585]",1
"[0.7022214909417792, 0.7022214909417792, 0.7022214909417792, 0.7022214909417792]",1
"[0.03173911435375998, 0.03173911435375998, 0.031739114353759985, 0.031739114353759985]",0
"[0.87968398159103, 0.87968398159103, 0.87968398159103, 0.8796839815910301]",1
"[0.3646171598253367, 0.36461715982533666, 0.3646171598253367, 0.36461715982533666]",0
"[0.4400191013310555, 0.44001910133105543, 0.4400191013310555, 0.44001910133105543]",1
"[0.42430531078695993, 0.4243053107869599, 0.42430531078695993, 0.4243053107869599]",1
"[0.5756590185810369, 0.5756590185810369, 0.5756590185810369, 0.5756590185810369]",1
"[0.0446082450911582, 0.0446082450911582, 0.044608245091158204, 0.0446082450911582]",0
"[0.0034902397695092406, 0.0034902397695092406, 0.0034902397695092406, 0.0034902397695092406]",0
"[0.36350033280407273, 0.36350033280407273, 0.36350033280407273, 0.36350033280407273]",0
"[0.713022821456353, 0.7130228214563529, 0.7130228214563529, 0.713022821456353]",1
"[0.15242916272986176, 0.15242916272986176, 0.15242916272986176, 0.15242916272986176]",0
"[0.12144870716618611, 0.12144870716618611, 0.12144870716618611, 0.12144870716618611]",0
"[0.0636594325942739, 0.0636594325942739, 0.0636594325942739, 0.0636594325942739]",0
"[0.8104882183849653, 0.8104882183849653, 0.8104882183849653, 0.8104882183849653]",0
"[0.24218663313237415, 0.24218663313237415, 0.24218663313237415, 0.24218663313237412]",0
"[0.944498762565309, 0.944498762565309, 0.944498762565309, 0.9444987625653091]",1
"[0.3239706208488119, 0.3239706208488119, 0.3239706208488119, 0.3239706208488119]",0
"[0.2615780804551105, 0.26157808045511044, 0.2615780804551105, 0.26157808045511044]",0
"[0.046091280854913944, 0.04609128085491394, 0.046091280854913944, 0.046091280854913944]",0
"[0.9914359052102659, 0.9914359052102659, 0.9914359052102658, 0.9914359052102659]",1
"[0.9426631138327348, 0.9426631138327348, 0.9426631138327347, 0.9426631138327348]",1
"[0.18351239064721875, 0.18351239064721875, 0.18351239064721878, 0.18351239064721875]",0
"[0.8930737719836715, 0.8930737719836715, 0.8930737719836715, 0.8930737719836717]",1
"[0.774500059280497, 0.774500059280497, 0.7745000592804969, 0.774500059280497]",0
"[0.378532068702222, 0.37853206870222195, 0.378532068702222, 0.37853206870222195]",1
"[0.47987072612103365, 0.47987072612103365, 0.47987072612103365, 0.47987072612103365]",1
"[0.34771140002698686, 0.34771140002698686, 0.34771140002698686, 0.34771140002698686]",0
"[0.33377638987182107, 0.33377638987182107, 0.33377638987182107, 0.33377638987182107]",0
"[0.6063828356427388, 0.6063828356427386, 0.6063828356427386, 0.6063828356427388]",1
"[0.752397278447731, 0.752397278447731, 0.752397278447731, 0.7523972784477311]",0
"[0.8333106980757302, 0.8333106980757301, 0.8333106980757301, 0.8333106980757302]",0
"[0.7633940664827484, 0.7633940664827484, 0.7633940664827484, 0.7633940664827485]",0
"[0.4477675958915034, 0.44776759589150333, 0.4477675958915034, 0.44776759589150333]",1
"[0.3634284067756073, 0.3634284067756073, 0.3634284067756073, 0.3634284067756073]",0
"[0.9537818252574681, 0.953781825257468, 0.953781825257468, 0.9537818252574681]",1
"[0.6437545474573637, 0.6437545474573637, 0.6437545474573636, 0.6437545474573637]",1
"[0.774355987936894, 0.7743559879368939, 0.7743559879368939, 0.774355987936894]",0
"[0.5425947548674697, 0.5425947548674697, 0.5425947548674697, 0.5425947548674698]",1
"[0.22838041734931824, 0.22838041734931824, 0.22838041734931827, 0.22838041734931824]",0
"[0.19525701932982775, 0.19525701932982775, 0.19525701932982778, 0.19525701932982775]",0
"[0.7023297454622643, 0.7023297454622643, 0.7023297454622642, 0.7023297454622643]",1
"[0.6063467995329486, 0.6063467995329486, 0.6063467995329486, 0.6063467995329487]",1
"[0.4699266603034547, 0.4699266603034547, 0.46992666030345476, 0.4699266603034547]",1
"[0.26797978937076566, 0.2679797893707656, 0.26797978937076566, 0.26797978937076566]",0
"[0.44484881718961905, 0.44484881718961905, 0.44484881718961905, 0.44484881718961905]",1
"[0.5490775998518207, 0.5490775998518206, 0.5490775998518206, 0.5490775998518207]",1
"[0.08164240162178575, 0.08164240162178575, 0.08164240162178574, 0.08164240162178575]",0
"[0.1933116541656208, 0.1933116541656208, 0.1933116541656208, 0.19331165416562077]",0
"[0.1718045290299737, 0.1718045290299737, 0.1718045290299737, 0.1718045290299737]",0
"[0.4386136930492411, 0.4386136930492411, 0.4386136930492411, 0.4386136930492411]",1
"[0.7425362491833398, 0.7425362491833398, 0.7425362491833398, 0.7425362491833399]",1
"[0.7478619914943085, 0.7478619914943085, 0.7478619914943084, 0.7478619914943085]",1
"[0.15239312662007165, 0.15239312662007165, 0.15239312662007165, 0.15239312662007165]",0
"[0.498858393584783, 0.49885839358478296, 0.498858393584783, 0.498858393584783]",1
"[0.4511918303726952, 0.4511918303726952, 0.4511918303726952, 0.4511918303726952]",1
"[0.6292466143234253, 0.6292466143234253, 0.6292466143234252, 0.6292466143234253]",1
"[0.5530055358189429, 0.5530055358189429, 0.5530055358189429, 0.553005535818943]",1
"[0.9909678743563387, 0.9909678743563387, 0.9909678743563387, 0.9909678743563388]",1
"[0.9255333892465617, 0.9255333892465616, 0.9255333892465616, 0.9255333892465617]",1
"[0.16795005409802202, 0.16795005409802202, 0.16795005409802202, 0.167950054098022]",0
"[0.5178064432564304, 0.5178064432564304, 0.5178064432564304, 0.5178064432564304]",1
"[0.43230708145374197, 0.43230708145374197, 0.43230708145374197, 0.43230708145374197]",1
"[0.11201484833914467, 0.11201484833914467, 0.11201484833914467, 0.11201484833914467]",0
"[0.2014851262966969, 0.2014851262966969, 0.2014851262966969, 0.2014851262966969]",0
"[0.8577569224782142, 0.8577569224782142, 0.8577569224782141, 0.8577569224782142]",0
"[0.573715188423535, 0.5737151884235349, 0.5737151884235349, 0.573715188423535]",1
"[0.5957609547215417, 0.5957609547215417, 0.5957609547215417, 0.5957609547215418]",1
"[0.2577015306648289, 0.2577015306648289, 0.2577015306648289, 0.2577015306648289]",0
"[0.040853764881707264, 0.040853764881707264, 0.04085376488170727, 0.030962693343231446]",0
"[0.03557261086074258, 0.03557261086074258, 0.035572610860742586, 0.035572610860742586]",0
"[0.7474655942866173, 0.7474655942866173, 0.7474655942866173, 0.7474655942866173]",1
"[0.6909583426956559, 0.6909583426956559, 0.6909583426956559, 0.690958342695656]",1
"[0.6564643298796656, 0.6564643298796656, 0.6564643298796656, 0.6564643298796657]",1
"[0.3046793875352485, 0.3046793875352485, 0.3046793875352485, 0.3046793875352485]",0
"[0.20267512197090182, 0.20267512197090182, 0.20267512197090182, 0.20267512197090182]",0
"[0.8473128099525741, 0.8473128099525741, 0.8473128099525741, 0.8473128099525742]",0
"[0.8390509652926212, 0.8390509652926212, 0.8390509652926211, 0.8390509652926212]",0
"[0.9668252158036688, 0.9668252158036688, 0.9668252158036688, 0.9668252158036689]",1
"[0.3532709019304683, 0.35327090193046823, 0.3532709019304683, 0.3532709019304683]",0
"[0.044282969860801207, 0.0442829698608012, 0.044282969860801207, 0.044282969860801207]",0
"[0.17205722037184878, 0.17205722037184878, 0.17205722037184878, 0.17205722037184878]",0
"[0.7007107519617751, 0.700710751961775, 0.700710751961775, 0.7007107519617751]",1
"[0.5352098376094477, 0.5352098376094477, 0.5352098376094477, 0.5352098376094478]",1
"[0.9036895859736057, 0.9036895859736057, 0.9036895859736057, 0.9036895859736058]",1
"[0.5213007763771532, 0.5213007763771531, 0.5213007763771531, 0.5213007763771532]",1
"[0.33816321974819746, 0.33816321974819746, 0.3381632197481975, 0.33816321974819746]",0
"[0.9965083714149005, 0.9965083714149005, 0.9965083714149003, 0.9965083714149005]",1
"[0.6669419932661449, 0.6669419932661448, 0.6669419932661448, 0.6669419932661449]",1
"[0.9107441844078111, 0.9107441844078111, 0.9107441844078111, 0.9107441844078112]",1
"[0.24853352037999163, 0.24853352037999163, 0.24853352037999163, 0.24853352037999163]",0
"[0.47904211488253323, 0.4790421148825332, 0.47904211488253323, 0.47904211488253323]",1
"[0.5072889427911772, 0.5072889427911772, 0.5072889427911772, 0.5072889427911773]",1
"[0.7802200059324355, 0.7802200059324353, 0.7802200059324353, 0.7802200059324355]",0
"[0.40722112473303673, 0.40722112473303673, 0.40722112473303673, 0.40722112473303673]",1
"[0.7666551516798601, 0.7666551516798601, 0.7666551516798601, 0.7666551516798602]",0
"[0.31811500884236954, 0.31811500884236954, 0.3181150088423696, 0.31811500884236954]",0
"[0.7113307323984801, 0.7113307323984801, 0.7113307323984801, 0.7113307323984801]",1
"[0.9134433840553152, 0.9134433840553151, 0.9134433840553151, 0.9134433840553152]",1
"[0.30936656705691407, 0.30936656705691407, 0.3093665670569141, 0.30936656705691407]",0
"[0.9252460506104867, 0.9252460506104867, 0.9252460506104867, 0.9252460506104868]",1
"[0.8487155136987653, 0.8487155136987653, 0.8487155136987652, 0.8487155136987653]",0
"[0.12422831192681204, 0.12422831192681205, 0.12422831192681204, 0.12422831192681205]",0
"[0.09156687782998586, 0.09156687782998588, 0.09156687782998586, 0.09156687782998588]",0
"[0.2191529072807707, 0.2191529072807707, 0.21915290728077072, 0.2191529072807707]",0
"[0.6207512293576318, 0.6207512293576318, 0.6207512293576318, 0.6207512293576318]",1
"[0.31479603196381006, 0.31479603196381006, 0.3147960319638101, 0.31479603196381006]",0
"[0.2398070803573086, 0.23980708035730863, 0.23980708035730863, 0.2398070803573086]",0
"[0.19313169290334237, 0.19313169290334237, 0.1931316929033424, 0.19313169290334237]",0
"[0.11838103281391142, 0.11838103281391144, 0.11838103281391142, 0.11838103281391142]",0
"[0.27716037209147293, 0.27716037209147293, 0.27716037209147293, 0.27716037209147293]",0
"[0.9802457063304114, 0.9802457063304114, 0.9802457063304114, 0.9802457063304115]",1
"[0.0294284175937498, 0.029428417593749805, 0.0294284175937498, 0.029428417593749805]",0
"[0.5639173868162806, 0.5639173868162806, 0.5639173868162806, 0.5639173868162807]",1
"[0.5355338702153293, 0.5355338702153293, 0.5355338702153292, 0.5355338702153293]",1
"[0.5197159185019621, 0.5197159185019621, 0.5197159185019621, 0.5197159185019621]",1
"[0.8874220234867721, 0.887422023486772, 0.887422023486772, 0.8874220234867721]",1
"[0.1329996326217286, 0.1329996326217286, 0.1329996326217286, 0.13299963262172856]",0
"[0.579766623428208, 0.579766623428208, 0.5797666234282078, 0.579766623428208]",1
"[0.25326813891839917, 0.25326813891839917, 0.25326813891839917, 0.25326813891839917]",0
"[0.4569222296893395, 0.45692222968933943, 0.4569222296893395, 0.4569222296893395]",1
"[0.058527320414814364, 0.05852732041481436, 0.058527320414814364, 0.058527320414814364]",0
"[0.1254916224450727, 0.1254916224450727, 0.12549162244507273, 0.1254916224450727]",0
"[0.762817927299451, 0.762817927299451, 0.762817927299451, 0.762817927299451]",0
"[0.36223994610810745, 0.3622399461081074, 0.36223994610810745, 0.36223994610810745]",0
"[0.4346501595456731, 0.43465015954567304, 0.4346501595456731, 0.43465015954567304]",1
"[0.08802590974365242, 0.08802590974365242, 0.08802590974365242, 0.08802590974365242]",0
"[0.235804367634983, 0.235804367634983, 0.235804367634983, 0.235804367634983]",0
"[0.12401172979028445, 0.12401172979028446, 0.12401172979028445, 0.12401172979028445]",0
"[0.6858106611624737, 0.6858106611624737, 0.6858106611624737, 0.6858106611624738]",1
"[0.9810375505035479, 0.9810375505035479, 0.9810375505035479, 0.981037550503548]",1
"[0.12314569362640362, 0.12314569362640364, 0.12314569362640362, 0.12314569362640364]",0
"[0.8343743846267763, 0.8343743846267763, 0.8343743846267762, 0.8343743846267763]",0
"[0.3025861500584545, 0.30258615005845446, 0.3025861500584545, 0.3025861500584545]",0
"[0.7421045468214323, 0.7421045468214323, 0.7421045468214323, 0.7421045468214323]",1
"[0.5311749628418734, 0.5311749628418734, 0.5311749628418734, 0.5311749628418734]",1
"[0.542378538208729, 0.5423785382087289, 0.5423785382087289, 0.542378538208729]",1
"[0.1569169375709849, 0.15691693757098493, 0.15691693757098493, 0.1569169375709849]",0
"[0.5107106189278606, 0.5107106189278606, 0.5107106189278606, 0.5107106189278607]",1
"[0.03126867134643917, 0.03126867134643917, 0.031268671346439174, 0.031268671346439174]",0
"[0.5316424820268989, 0.5316424820268988, 0.5316424820268988, 0.5316424820268989]",1
"[0.682424582562236, 0.682424582562236, 0.682424582562236, 0.6824245825622361]",1
"[0.5477810308549504, 0.5477810308549504, 0.5477810308549504, 0.5477810308549506]",1
"[0.4163774397286927, 0.4163774397286926, 0.4163774397286927, 0.4163774397286927]",1
"[0.6000442812886629, 0.6000442812886629, 0.6000442812886629, 0.600044281288663]",1
"[0.36717331146704096, 0.36717331146704096, 0.36717331146704096, 0.36717331146704096]",0
"[0.6396490623813568, 0.6396490623813568, 0.6396490623813567, 0.6396490623813568]",1
"[0.9798856376147399, 0.9798856376147399, 0.9798856376147398, 0.9798856376147399]",1
"[0.40823101295384845, 0.40823101295384845, 0.4082310129538485, 0.40823101295384845]",1
"[0.2546234036478484, 0.25462340364784836, 0.2546234036478484, 0.2546234036478484]",0
"[0.8373596071903222, 0.8373596071903222, 0.8373596071903222, 0.8373596071903223]",0
"[0.21911709045765274, 0.21911709045765274, 0.21911709045765274, 0.21911709045765274]",0
"[0.29378668757394527, 0.29378668757394527, 0.29378668757394527, 0.29378668757394527]",0
"[0.28071785977377506, 0.28071785977377506, 0.2807178597737751, 0.28071785977377506]",0
"[0.5017037843470542, 0.5017037843470542, 0.5017037843470541, 0.5017037843470542]",1
"[0.15839646474798624, 0.15839646474798624, 0.15839646474798624, 0.15839646474798624]",0
"[0.3776666173028002, 0.3776666173028002, 0.37766661730280027, 0.3776666173028002]",1
"[0.2368134518046635, 0.2368134518046635, 0.23681345180466354, 0.2368134518046635]",0
"[0.2573772056767179, 0.2573772056767179, 0.25737720567671796, 0.2573772056767179]",0
"[0.14619016452494246, 0.14619016452494246, 0.14619016452494246, 0.14619016452494246]",0
"[0.9927309392004311, 0.992730939200431, 0.992730939200431, 0.9927309392004311]",1
"[0.8631872645317988, 0.8631872645317987, 0.8631872645317987, 0.8631872645317988]",0
"[0.9375902821503134, 0.9375902821503134, 0.9375902821503134, 0.9375902821503134]",1
"[0.3365873526265646, 0.33658735262656453, 0.3365873526265646, 0.3365873526265646]",0
"[0.8488593657556962, 0.8488593657556962, 0.8488593657556961, 0.8488593657556962]",0
"[0.40246523538743056, 0.4024652353874305, 0.40246523538743056, 0.40246523538743056]",1
"[0.6397212807920517, 0.6397212807920517, 0.6397212807920517, 0.6397212807920518]",1
"[0.16658017025709607, 0.16658017025709607, 0.1665801702570961, 0.16658017025709607]",0
"[0.4087352992042379, 0.40873529920423785, 0.4087352992042379, 0.4087352992042379]",1
"[0.8362606885806173, 0.8362606885806172, 0.8362606885806172, 0.8362606885806173]",0
"[0.48649837340456153, 0.4864983734045615, 0.48649837340456153, 0.48649837340456153]",1
"[0.6016297970238705, 0.6016297970238704, 0.6016297970238704, 0.6016297970238705]",1
"[0.2334585850074287, 0.2334585850074287, 0.2334585850074287, 0.23345858500742867]",0
"[0.30889802453408527, 0.3088980245340852, 0.30889802453408527, 0.3088980245340852]",0
"[0.9893854286345413, 0.9893854286345413, 0.9893854286345413, 0.9893854286345414]",1
"[0.41461079320228855, 0.41461079320228855, 0.4146107932022886, 0.41461079320228855]",1
"[0.47309739939164025, 0.47309739939164025, 0.4730973993916403, 0.47309739939164025]",1
"[0.7161146173425642, 0.7161146173425642, 0.7161146173425642, 0.7161146173425642]",1
"[0.7304422237364373, 0.7304422237364373, 0.7304422237364372, 0.7304422237364373]",1
"[0.8647826481672531, 0.8647826481672531, 0.864782648167253, 0.8647826481672531]",0
"[0.4572824445961258, 0.4572824445961258, 0.4572824445961258, 0.4572824445961258]",1
"[0.6984776826837062, 0.6984776826837062, 0.6984776826837062, 0.6984776826837064]",1
"[0.6869252953170162, 0.6869252953170161, 0.6869252953170161, 0.6869252953170162]",1
"[0.06145523606137161, 0.06145523606137161, 0.06145523606137161, 0.06145523606137161]",0
"[0.8132976461330038, 0.8132976461330037, 0.8132976461330037, 0.8132976461330038]",0
"[0.6323450619053584, 0.6323450619053584, 0.6323450619053584, 0.6323450619053586]",1
"[0.0744968723141951, 0.07449687231419512, 0.0744968723141951, 0.0744968723141951]",0
"[0.8994063325020419, 0.8994063325020418, 0.8994063325020418, 0.8994063325020419]",1
"[0.5382362860673581, 0.5382362860673581, 0.5382362860673581, 0.5382362860673582]",1
"[0.6162125800085697, 0.6162125800085697, 0.6162125800085696, 0.6162125800085697]",1
"[0.25505634863423143, 0.2550563486342314, 0.25505634863423143, 0.25505634863423143]",0
"[0.19471574672740224, 0.19471574672740224, 0.19471574672740224, 0.19471574672740224]",0
"[0.9890251406321976, 0.9890251406321976, 0.9890251406321975, 0.9890251406321976]",1
"[0.5330471593531394, 0.5330471593531394, 0.5330471593531393, 0.5330471593531394]",1
"[0.4451372522590547, 0.4451372522590547, 0.44513725225905476, 0.4451372522590547]",1
"[0.48523762123080927, 0.48523762123080927, 0.4852376212308093, 0.48523762123080927]",1
"[0.7613450518181716, 0.7613450518181716, 0.7613450518181715, 0.7613450518181716]",0
"[0.0713566871689959, 0.0713566871689959, 0.0713566871689959, 0.0713566871689959]",0
"[0.47821284578401635, 0.47821284578401635, 0.47821284578401635, 0.47821284578401635]",1
"[0.41843237513341763, 0.41843237513341763, 0.41843237513341763, 0.41843237513341763]",1
"[0.09344521436807209, 0.0934452143680721, 0.09344521436807209, 0.09344521436807209]",0
"[0.19828814590341065, 0.19828814590341065, 0.19828814590341065, 0.19828814590341062]",0
"[0.41972938270363214, 0.41972938270363214, 0.41972938270363214, 0.41972938270363214]",1
"[0.7552398184832643, 0.7552398184832642, 0.7552398184832642, 0.7552398184832643]",0
"[0.04880385698941912, 0.04880385698941912, 0.04880385698941913, 0.04880385698941912]",0
"[0.1946099774558682, 0.1946099774558682, 0.1946099774558682, 0.19460997745586817]",0
"[0.9464423003405814, 0.9464423003405814, 0.9464423003405813, 0.9464423003405814]",1
"[0.1672648563431082, 0.1672648563431082, 0.1672648563431082, 0.1672648563431082]",0
"[0.6092644818014722, 0.6092644818014721, 0.6092644818014721, 0.6092644818014722]",1
"[0.8349760341596006, 0.8349760341596005, 0.8349760341596005, 0.8349760341596006]",0
"[0.4134581493579067, 0.41345814935790665, 0.4134581493579067, 0.41345814935790665]",1
"[0.7862168385557429, 0.7862168385557429, 0.7862168385557428, 0.7862168385557429]",0
"[0.2804652415274574, 0.2804652415274574, 0.2804652415274574, 0.2804652415274574]",0
"[0.6827849436601372, 0.6827849436601372, 0.6827849436601372, 0.6827849436601372]",1
"[0.8888247272329632, 0.8888247272329632, 0.8888247272329632, 0.8888247272329632]",1
"[0.49125360489015124, 0.49125360489015124, 0.49125360489015124, 0.49125360489015124]",1
"[0.3665966606148418, 0.3665966606148418, 0.3665966606148418, 0.3665966606148418]",0
"[0.32811638157693723, 0.3281163815769372, 0.32811638157693723, 0.32811638157693723]",0
"[0.8761563899916978, 0.8761563899916978, 0.8761563899916978, 0.8761563899916978]",1
"[0.9292771244090772, 0.9292771244090772, 0.9292771244090772, 0.9292771244090773]",1
"[0.7578309828969553, 0.7578309828969553, 0.7578309828969552, 0.7578309828969553]",0
"[0.7443367389528125, 0.7443367389528125, 0.7443367389528125, 0.7443367389528126]",1
"[0.6772407918237063, 0.6772407918237063, 0.6772407918237063, 0.6772407918237064]",1
"[0.733864338446465, 0.7338643384464649, 0.7338643384464649, 0.733864338446465]",1
"[0.2870963243021823, 0.28709632430218224, 0.2870963243021823, 0.2870963243021823]",0
"[0.9012420543301735, 0.9012420543301735, 0.9012420543301735, 0.9012420543301735]",1
"[0.5214449208163137, 0.5214449208163136, 0.5214449208163136, 0.5214449208163137]",1
"[0.29618999640516047, 0.29618999640516047, 0.29618999640516047, 0.29618999640516047]",0
"[0.07800238905519752, 0.07800238905519753, 0.07800238905519752, 0.07800238905519752]",0
"[0.4118357203662204, 0.4118357203662204, 0.4118357203662204, 0.4118357203662204]",1
"[0.4590833729389428, 0.4590833729389428, 0.45908337293894286, 0.4590833729389428]",1
"[0.8630078880339794, 0.8630078880339794, 0.8630078880339794, 0.8630078880339795]",0
"[0.47028650973245417, 0.4702865097324541, 0.47028650973245417, 0.47028650973245417]",1
"[0.3168413187549604, 0.3168413187549604, 0.31684131875496047, 0.3168413187549604]",0
"[0.37058460803457594, 0.37058460803457594, 0.37058460803457594, 0.37058460803457594]",0
"[0.49676771445249746, 0.4967677144524974, 0.49676771445249746, 0.49676771445249746]",1
"[0.32924263792510366, 0.3292426379251036, 0.32924263792510366, 0.3292426379251036]",0
"[0.7530803564314807, 0.7530803564314806, 0.7530803564314806, 0.7530803564314807]",0
"[0.8040231356210585, 0.8040231356210585, 0.8040231356210585, 0.8040231356210586]",0
"[0.5151413061386673, 0.5151413061386672, 0.5151413061386672, 0.5151413061386673]",1
"[0.22066700865641448, 0.22066700865641448, 0.22066700865641448, 0.22066700865641445]",0
"[0.01421306565545298, 0.01421306565545298, 0.014213065655452979, 0.014213065655452979]",0
"[0.8646586050063731, 0.8646586050063731, 0.8646586050063731, 0.8646586050063733]",0
"[0.3294590007749591, 0.32945900077495904, 0.3294590007749591, 0.3294590007749591]",0
"[0.9951061062420535, 0.9951061062420535, 0.9951061062420535, 0.9951061062420536]",1
"[0.2968020986026907, 0.2968020986026907, 0.2968020986026907, 0.2968020986026907]",0
"[0.4331356926922424, 0.4331356926922424, 0.4331356926922424, 0.4331356926922424]",1
"[0.9803175592633195, 0.9803175592633195, 0.9803175592633195, 0.9803175592633195]",1
"[0.9345310137871378, 0.9345310137871378, 0.9345310137871378, 0.9345310137871379]",1
"[0.6758368454530397, 0.6758368454530397, 0.6758368454530396, 0.6758368454530397]",1
"[0.5054152112732062, 0.5054152112732061, 0.5054152112732061, 0.5054152112732062]",1
"[0.7869366105092991, 0.7869366105092991, 0.7869366105092991, 0.7869366105092992]",0
"[0.4051308841740955, 0.40513088417409543, 0.4051308841740955, 0.4051308841740955]",1
"[0.008851067948022042, 0.008851067948022042, 0.00885106794802204, 0.00885106794802204]",0
"[0.23018397713220104, 0.23018397713220107, 0.23018397713220107, 0.23018397713220104]",0
"[0.5781820579352464, 0.5781820579352464, 0.5781820579352464, 0.5781820579352465]",1
"[0.9707848752426955, 0.9707848752426954, 0.9707848752426954, 0.9707848752426955]",1
"[0.8922097824953975, 0.8922097824953975, 0.8922097824953975, 0.8922097824953975]",1
"[0.9048779004499908, 0.9048779004499908, 0.9048779004499908, 0.9048779004499908]",1
"[0.5443245612329525, 0.5443245612329525, 0.5443245612329524, 0.5443245612329525]",1
"[0.030766066293869576, 0.030766066293869576, 0.030766066293869576, 0.030766066293869576]",0
"[0.2905939467229873, 0.2905939467229872, 0.2905939467229873, 0.2905939467229873]",0
"[0.8742119750697368, 0.8742119750697368, 0.8742119750697367, 0.8742119750697368]",0
"[0.7059309442878818, 0.7059309442878818, 0.7059309442878818, 0.705930944287882]",1
"[0.7261586047870865, 0.7261586047870865, 0.7261586047870865, 0.7261586047870865]",1
"[0.8938288490914441, 0.8938288490914441, 0.8938288490914441, 0.8938288490914441]",1
"[0.32971125354348985, 0.32971125354348985, 0.3297112535434899, 0.32971125354348985]",0
"[0.04038317568327168, 0.04038317568327168, 0.04038317568327169, 0.04038317568327169]",0
"[0.7833876750072108, 0.7833876750072108, 0.7833876750072108, 0.7833876750072108]",0
"[0.4090240266559031, 0.40902402665590304, 0.4090240266559031, 0.4090240266559031]",1
"[0.3662727742000751, 0.3662727742000751, 0.3662727742000751, 0.3662727742000751]",0
"[0.05780455154340538, 0.05780455154340538, 0.057804551543405386, 0.057804551543405386]",0
"[0.5760554888842855, 0.5760554888842855, 0.5760554888842854, 0.5760554888842855]",1
"[0.19734989132883482, 0.19734989132883482, 0.19734989132883485, 0.19734989132883482]",0
"[0.9534941942391636, 0.9534941942391636, 0.9534941942391636, 0.9534941942391637]",1
"[0.47569185310541356, 0.47569185310541356, 0.47569185310541356, 0.47569185310541356]",1
"[0.14499929170404893, 0.14499929170404896, 0.14499929170404896, 0.14499929170404893]",0
"[0.6462386999750451, 0.6462386999750451, 0.6462386999750451, 0.6462386999750452]",1
"[0.6441144699819206, 0.6441144699819205, 0.6441144699819205, 0.6441144699819206]",1
"[0.3475310001913641, 0.3475310001913641, 0.3475310001913642, 0.3475310001913641]",0
"[0.2729037984983541, 0.27290379849835406, 0.2729037984983541, 0.27290379849835406]",0
"[0.7259426805105753, 0.7259426805105753, 0.7259426805105753, 0.7259426805105754]",1
"[0.19702490848070736, 0.19702490848070736, 0.1970249084807074, 0.19702490848070736]",0
"[0.7191031292061925, 0.7191031292061925, 0.7191031292061923, 0.7191031292061925]",1
"[0.15778297373486574, 0.15778297373486574, 0.15778297373486574, 0.15778297373486572]",0
"[0.1261420998102293, 0.1261420998102293, 0.1261420998102293, 0.1261420998102293]",0
"[0.1625838899438202, 0.16258388994382023, 0.16258388994382023, 0.1625838899438202]",0
"[0.6080399119286248, 0.6080399119286247, 0.6080399119286247, 0.6080399119286248]",1
"[0.16528689056030815, 0.16528689056030815, 0.16528689056030815, 0.16528689056030813]",0
"[0.26386026994774103, 0.26386026994774103, 0.26386026994774103, 0.26386026994774103]",0
