sequence,label
"[0.03610294821196507, 0.041399372686836716, 0.04141455709569774, 0.049857419939319886]",0
"[0.6657850415579836, 0.6657854158889788, 0.6657907099089782, 0.6657850415579837]",1
"[0.5879591450764518, 0.5879596065748359, 0.5879661333698565, 0.5879591450764519]",1
"[0.30401233827139396, 0.304013117798903, 0.30402414235812, 0.304012338271394]",1
"[0.04267529539241277, 0.04267636762541823, 0.00391732512758547, 0.7722179927684343]",0
"[0.6739044727993853, 0.6739048380363688, 0.6739100034432397, 0.6739044727993854]",1
"[0.04324235154217192, 0.043243423140057115, 0.04325857833882246, 0.1190801914038512]",0
"[0.019961208495217944, 0.021431146356164308, 0.03252293466420733, 0.1923521981906045]",0
"[0.015224273587311765, 0.015225376566302854, 0.015240975576038636, 0.8070997862019113]",0
"[0.05307207149259611, 0.05307313208089374, 0.11042799213046935, 0.18270072331660006]",0
"[0.05464523629632972, 0.05464629512263456, 0.05466126969782692, 0.05464523629632973]",0
"[0.012559397691646258, 0.012560503655380011, 0.14834602894625346, 0.1692973015871492]",0
"[0.8895173334536567, 0.8895174571976291, 0.8895192072612677, 0.8895173334536569]",1
"[0.02253840189368593, 0.07308775968110488, 0.07310244214013345, 0.07308672150982862]",0
"[0.08067429760399576, 0.08067532727695431, 0.14357813402010391, 0.785806219761139]",0
"[0.011186718597745664, 0.011187826098922066, 0.01120348906419402, 0.803919375623818]",0
"[0.722898668154069, 0.7228989785160523, 0.7229033678467977, 0.7228986681540691]",1
"[0.7115233041837031, 0.7115236272864427, 0.7115281968048273, 0.7115233041837032]",1
"[0.04108981023779557, 0.05731996827433199, 0.05756114310436856, 0.8017845948252608]",0
"[0.12804524672862683, 0.7759529100716197, 0.7759564590184079, 0.7759526591317323]",0
"[0.6024731584355523, 0.6024736036777967, 0.6024799005684546, 0.6024731584355524]",1
"[0.7592401831604164, 0.7592404528187893, 0.75924426649395, 0.7592401831604166]",1
"[0.007172684278048239, 0.04356471193051842, 0.07764089442310375, 0.7866499237898297]",0
"[0.027099811802640136, 0.08083293158900828, 0.0808474913631005, 0.08083190209257161]",0
"[0.06722687462138922, 0.017540639911907994, 0.01755620224744989, 0.06720527400620371]",0
"[0.31992031133046667, 0.3199210730405584, 0.3199318456148615, 0.3199203113304667]",1
"[0.7153280525429364, 0.7153283713842412, 0.715332880634785, 0.7153280525429365]",1
"[0.4523119218435341, 0.45231253527096504, 0.4523212107403477, 0.4523119218435342]",1
"[0.6798512021622376, 0.6798515607387019, 0.6798566319484001, 0.6798512021622377]",1
"[0.05586511103836237, 0.11534923595509575, 0.1153632489846283, 0.11534824511802098]",0
"[0.013348860175537798, 0.01334996525504938, 0.03839196227540541, 0.0383756529385957]",0
"[0.03031830346528269, 0.015319139131646642, 0.01533473665616628, 0.08137895767271454]",0
"[0.06950181941181685, 0.06950286159829334, 0.07199794941637727, 0.7748556678894217]",0
"[0.0108817499122375, 0.10224679747237886, 0.1022610180469279, 0.12049671174635056]",0
"[0.4471596151058382, 0.4471602343040106, 0.4471689913867808, 0.4471596151058383]",1
"[0.01438696974089822, 0.014388073657695274, 0.0035877213305497277, 0.014371449298876035]",0
"[0.9380278350327417, 0.9380279044434657, 0.9380288860927678, 0.9380278350327419]",1
"[0.1630708842587837, 0.16307182164504022, 0.030071066418685143, 0.16305472379853378]",0
"[0.035693016537110975, 0.03569409659048271, 0.035709371371958204, 0.03569301653711098]",0
"[0.6167740457248222, 0.6167744749496347, 0.6167805453118821, 0.6167740457248223]",1
"[0.001359718724789282, 0.0013608372325066816, 0.0013766558590754966, 0.7741031664581809]",0
"[0.839051096175219, 0.8390512764429235, 0.8390538259000744, 0.8390510961752192]",1
"[0.15486665060220914, 0.15486759717745877, 0.14127778752011222, 0.15484905010094688]",0
"[0.2835443953443794, 0.28354519779661175, 0.2835565465714165, 0.2835443953443794]",1
"[0.8803649127927163, 0.8803650467876802, 0.8803669418271699, 0.8803649127927166]",1
"[0.5414874215617661, 0.5414879351099047, 0.5414951980246813, 0.5414874215617662]",1
"[0.9024386614530782, 0.9024387707247672, 0.9024403161124417, 0.9024386614530784]",1
"[0.08162776475874034, 0.08162879336378645, 0.08938054966393212, 0.08936510511819377]",0
"[0.8943032297559834, 0.8943033481396052, 0.894305022393858, 0.8943032297559836]",1
"[0.7155094977104948, 0.7155098163485754, 0.7155143227249978, 0.7155094977104949]",1
"[0.024311572393581768, 0.024312665194519724, 0.024328120259945393, 0.1973889816381971]",0
"[0.14025167436768599, 0.14025263731215687, 0.03624265751541458, 0.1402359939211069]",0
"[0.5603345183270819, 0.5603350107658946, 0.5603419751395536, 0.560334518327082]",1
"[0.018267080246445418, 0.018268179817399807, 0.018283730628576838, 0.018267080246445425]",0
"[0.8150721732554943, 0.8150723803803274, 0.8150753096675675, 0.8150721732554945]",1
"[0.03810636526928287, 0.038107442619630075, 0.046890140174414806, 0.176229499016132]",0
"[0.6485747914100594, 0.6485751850170621, 0.6485807516502591, 0.6485747914100595]",1
"[0.14239077528928024, 0.09622343267311795, 0.09109592942510697, 0.1467164984858769]",0
"[0.9133015308275979, 0.9133016279325403, 0.9133030012505744, 0.9133015308275981]",1
"[0.23353401104863464, 0.2335348695140299, 0.2335470104615605, 0.2335340110486347]",1
"[0.08934350450300825, 0.07942713312636235, 0.07944171516855875, 0.18726917342605917]",0
"[0.5983877620834641, 0.5983882119014777, 0.5983945735054869, 0.5983877620834642]",1
"[0.9894232187732707, 0.9894232306195899, 0.9894233981575469, 0.9894232187732709]",1
"[0.0819944952032234, 0.08942996680389177, 0.0894443903993774, 0.8028428649647944]",0
"[0.039188476087798976, 0.03918955222614891, 0.0413260760763964, 0.1313186199542963]",0
"[0.6376291996796069, 0.6376296055460078, 0.6376353455591809, 0.637629199679607]",1
"[0.2167936942844132, 0.21679457149947623, 0.21680697761638212, 0.21679369428441325]",1
"[0.911086587746019, 0.9110866873317656, 0.9110880957348629, 0.9110865877460191]",1
"[0.2360705632896425, 0.2360714189140215, 0.23608351968214675, 0.23607056328964252]",1
"[0.05811141501309957, 0.04865765127333884, 0.04867272070974257, 0.8006647229313093]",0
"[0.02114108209801815, 0.021142178450002394, 0.03292325927594686, 0.14036191750741062]",0
"[0.982085089783357, 0.9820851098486055, 0.9820853936237346, 0.9820850897833572]",1
"[0.11845089348144636, 0.1184518808434599, 0.00040336464676073066, 0.1659711268576929]",0
"[0.5300810167073559, 0.5300815430310174, 0.5300889866251259, 0.5300810167073559]",1
"[0.024782625809183046, 0.024783718082526742, 0.024799165686388704, 0.024782625809183053]",0
"[0.2713117269579837, 0.2713125431111795, 0.2713240856534667, 0.2713117269579838]",1
"[0.10167505570558649, 0.10167606185705243, 0.10169029147215776, 0.7891970363315949]",0
"[0.037236260488698714, 0.03723733881358994, 0.0062291917602890785, 0.1462862462322927]",0
"[0.012802764622736454, 0.01280387031389179, 0.1079230032729977, 0.19479514776580842]",0
"[0.5124747552810304, 0.5124753013242443, 0.5124830238044342, 0.5124747552810305]",1
"[0.11068091219237924, 0.11068190825700992, 0.12099291383836741, 0.8049405247061439]",0
"[0.6737487883654927, 0.6737491537768474, 0.6737543216497854, 0.6737487883654927]",1
"[0.04459086994797612, 0.08662941018066256, 0.08664387813747614, 0.7951560860453307]",0
"[0.9940963118629619, 0.9940963184752736, 0.9940964119906662, 0.994096311862962]",1
"[0.8325281904028626, 0.8325283779764215, 0.8325310307574744, 0.8325281904028629]",1
"[0.05426874557387394, 0.018064174235807095, 0.018079728278469768, 0.1367765353957281]",0
"[0.06875347809905627, 0.06875452112369795, 0.068769272222016, 0.06875347809905627]",0
"[0.3496734787006734, 0.3496742070863059, 0.3496845083655364, 0.34967347870067345]",1
"[0.11745566513734311, 0.06522034442862358, 0.06523515150894538, 0.11742990440367744]",0
"[0.9668868969388248, 0.966886934026515, 0.9668874585435224, 0.966886896938825]",1
"[0.0490903580933985, 0.049091423141337145, 0.04910648570671534, 0.1951260371895392]",0
"[0.45500239846830837, 0.45500300888232303, 0.4550116417341128, 0.4550023984683085]",1
"[0.02084139356288867, 0.02084249025053326, 0.05856659468717079, 0.05855062752187184]",0
"[0.45695173398538386, 0.45695234221608305, 0.45696094419007705, 0.45695173398538397]",1
"[0.02064298791229574, 0.0723086983659873, 0.07232339316548926, 0.1648013335419793]",0
"[0.48363281386253876, 0.4836333922096109, 0.48364157155090426, 0.48363281386253887]",1
"[0.023531230169435223, 0.023532323844380386, 0.023547791270555434, 0.8093563304682919]",0
"[0.017924830499172616, 0.01792593045345721, 0.01794148668592662, 0.01792483049917262]",0
"[0.05438890899612821, 0.05438996810952748, 0.0544049467449865, 0.08848043992292902]",0
"[0.05320135517459537, 0.05320241561809131, 0.09107992924078485, 0.7971862238636558]",0
"[0.06264978426585589, 0.06813514417754471, 0.05781330600928523, 0.8036592082142501]",0
"[0.9293247071676601, 0.929324786326154, 0.9293259058344353, 0.9293247071676604]",1
"[0.049582532110514506, 0.04958359660720318, 0.049598651376463854, 0.04958253211051452]",0
"[0.24591244358639333, 0.24591328818756483, 0.24592523305868483, 0.2459124435863934]",1
"[0.2996971753755547, 0.2996979597361784, 0.2997090526482865, 0.29969717537555474]",1
"[0.3549344285325246, 0.3549351510257321, 0.35494536897065054, 0.35493442853252466]",1
"[0.10193586313338204, 0.10193686899273566, 0.07475750120641389, 0.779831649605381]",0
"[0.10955015998855648, 0.10955115731966428, 0.10956526219182045, 0.13826249771593496]",0
"[0.02245247944661464, 0.02623127768775754, 0.02624670236201121, 0.8025441364570065]",0
"[0.024038924628573422, 0.02404001773488523, 0.024055477119096412, 0.02403892462857343]",0
"[0.01962775899857628, 0.019628857045528768, 0.01964438630333021, 0.019627758998576283]",0
"[0.06231553474642958, 0.11566236452229334, 0.055841123289740294, 0.14382953626519285]",0
"[0.9555904152150253, 0.9555904649551213, 0.9555911684102601, 0.9555904152150255]",1
"[0.02589817758009748, 0.025899268603989008, 0.014225443877113464, 0.02588889731579556]",0
"[0.0008597044843837153, 0.0706451328508348, 0.022887303661738183, 0.09335465874068094]",0
"[0.023619552684860462, 0.0236206462608817, 0.08306255688065527, 0.12089480308399186]",0
"[0.7615384886161558, 0.7615387557003561, 0.7615425329699799, 0.761538488616156]",1
"[0.06512969489371058, 0.0651307419771005, 0.0058683876038251965, 0.08894461314258231]",0
"[0.923607744348559, 0.9236078299102265, 0.9236090399761405, 0.9236077443485592]",1
"[0.003396256725391539, 0.12617865224792552, 0.13613948832690553, 0.1361248368353531]",0
"[0.8545691381290539, 0.8545693010160759, 0.8545716046648858, 0.8545691381290541]",1
"[0.466811214783397, 0.46681181197117555, 0.4668202577693695, 0.4668112147833971]",1
"[0.28229667980944095, 0.2822974836591529, 0.2823088521979773, 0.282296679809441]",1
"[0.654103748874768, 0.654104136289169, 0.6541096153427688, 0.6541037488747681]",1
"[0.09770454262537398, 0.09770555322393622, 0.1590357520918641, 0.1868421212636136]",0
"[0.09744917535251404, 0.07509005446389014, 0.045061159104552884, 0.17231338748527558]",0
"[0.03967648998643481, 0.00402891023098392, 0.004044686594789572, 0.05549310044350064]",0
"[0.20448838382917145, 0.20448927482655926, 0.20450187586160992, 0.2044883838291715]",1
"[0.00694499779353716, 0.036665483167619466, 0.03668074256215431, 0.12360240019635761]",0
"[0.4217539315519706, 0.4217545792052871, 0.42176373871827005, 0.42175393155197066]",1
"[0.13734711164573965, 0.1373480778434098, 0.004366770305193916, 0.8100025888737313]",0
"[0.9622523649473537, 0.9622524072258618, 0.9622530051546194, 0.9622523649473539]",1
"[0.0223249558147416, 0.022326050840751007, 0.04062030794594754, 0.15531738343908036]",0
"[0.015037388264817781, 0.015038491453126157, 0.015054093423156235, 0.1195373244229996]",0
"[0.6657072793433156, 0.6657076537614071, 0.6657129490131727, 0.6657072793433157]",1
"[0.8188390005347352, 0.8188392034406062, 0.8188420730606817, 0.8188390005347355]",1
"[0.04029810769010701, 0.04778242732721168, 0.047797510627322425, 0.7990203560997419]",0
"[0.7210608558131736, 0.7210611682335629, 0.7210655866755585, 0.7210608558131736]",1
"[0.06025771613975566, 0.06025876867991108, 0.06027365435249814, 0.7744199754809019]",0
"[0.7285986704901355, 0.7285989744679415, 0.7286032735097109, 0.7285986704901356]",1
"[0.10759682435755771, 0.007450603848521296, 0.00746632601207566, 0.17248203228827957]",0
"[0.25083178368919945, 0.2508326227805593, 0.2508444897285217, 0.2508317836891995]",1
"[0.44723769732961993, 0.44723831644033785, 0.44724707228627275, 0.44723769732962004]",1
"[0.40972014882983865, 0.40972080996136057, 0.40973016009144425, 0.40972014882983876]",1
"[0.09559792262883647, 0.11827843609801166, 0.11829240272847943, 0.1182774485417345]",0
"[0.10401816243726622, 0.1040191659643808, 0.16329212112523536, 0.7748831886732136]",0
"[0.5458539459203798, 0.5458544545778773, 0.5458616483261888, 0.54585394592038]",1
"[0.09184517575060538, 0.07216725449608302, 0.07218195153608169, 0.17771002118140325]",0
"[0.0011403524772385517, 0.016661095847582394, 0.016676672115262765, 0.7780242381303022]",0
"[0.8248564519117504, 0.8248566480778915, 0.8248594223805459, 0.8248564519117506]",1
"[0.2662416625625498, 0.26624248439437304, 0.26625410724731546, 0.26624166256254983]",1
"[0.007813822537665872, 0.007814933816589221, 0.04602565021549048, 0.05746643664411564]",0
"[0.3286708005443995, 0.32867155245367513, 0.32868218641878755, 0.32867080054439957]",1
"[0.029764047680077926, 0.029765134374076477, 0.02978050307139538, 0.029764047680077937]",0
"[0.05884151580637016, 0.09061815931283881, 0.09063256408713828, 0.7991438796176917]",0
"[0.3909165733040077, 0.3909172554961104, 0.3909269034779281, 0.3909165733040078]",1
"[0.2749262298990275, 0.27492704200386925, 0.2749385272918344, 0.27492622989902754]",1
"[0.02972452655451627, 0.029725613292779694, 0.029740982616119734, 0.02972452655451628]",0
"[0.0019258148472068484, 0.0019269327208792434, 0.0019427423803922222, 0.16029752527351981]",0
"[0.16372818297865122, 0.11624894057101404, 0.08696884188105847, 0.1846151778402649]",0
"[0.40936925883649167, 0.4093699203610211, 0.40937927604926005, 0.4093692588364918]",1
"[0.41758373278470967, 0.4175843851087766, 0.417593610678395, 0.4175837327847098]",1
"[0.5130200508110471, 0.5130205962435133, 0.5130283100861323, 0.5130200508110472]",1
"[0.9685674248002583, 0.9685674600057059, 0.9685679579028751, 0.9685674248002585]",1
"[0.8409601105439483, 0.8409602886734983, 0.840962807891547, 0.8409601105439485]",1
"[0.5593988116781565, 0.5593993051649894, 0.5594062843603959, 0.5593988116781566]",1
"[0.0033344949664166432, 0.0033356112623241373, 0.003351398608111965, 0.00884857200733077]",0
"[0.9917266443748317, 0.9917266536412438, 0.9917267846925597, 0.9917266443748319]",1
"[0.04859434396691618, 0.04859540957040585, 0.012230700897674342, 0.1957321344511892]",0
"[0.8938356964406347, 0.893835815347908, 0.8938374970079656, 0.8938356964406348]",1
"[0.636890618644819, 0.6368910253384533, 0.6368967770508717, 0.6368906186448191]",1
"[0.2954469743298289, 0.29544776345080803, 0.2954589236868009, 0.29544697432982897]",1
"[0.7403241244310638, 0.740324415276002, 0.7403285285846494, 0.7403241244310639]",1
"[0.145317098630969, 0.11195282302923809, 0.11196688985857117, 0.7739873231589638]",0
"[0.9712601414888296, 0.9712601736783519, 0.9712606289224452, 0.9712601414888298]",1
"[0.3293324193873041, 0.3293331705555464, 0.32934379404050734, 0.3293324193873042]",1
"[0.6814805285654535, 0.6814808853170223, 0.681485930717922, 0.6814805285654536]",1
"[0.8273630833006124, 0.8273632766592495, 0.8273660112564497, 0.8273630833006126]",1
"[0.32397642684863664, 0.3239771840157547, 0.3239878923405198, 0.3239764268486367]",1
"[0.07646537773395787, 0.07646641212103564, 0.07648104106159302, 0.17024788865986903]",0
"[0.07418083267011445, 0.0741818696159527, 0.07419653474408025, 0.0741729924468249]",0
"[0.3732051888837794, 0.3732058909131754, 0.37321581944624, 0.37320518888377946]",1
"[0.024232530142458457, 0.024233623031926155, 0.020317354055918724, 0.16173932633601407]",0
"[0.10832404506880357, 0.0014702802268670072, 0.0014860971198388205, 0.1666957874960279]",0
"[0.0006560186834121036, 0.0006571379792951136, 0.006941679968153233, 0.17965103646151842]",0
"[0.004914059952427445, 0.00491517447917375, 0.0049309368043919865, 0.19068863081220558]",0
"[0.3906820066235486, 0.3906826890783732, 0.39069234077576576, 0.39068200662354874]",1
"[0.043515159311737196, 0.043516230604069325, 0.0073482446517783885, 0.12731818602193792]",0
"[0.5881151495194583, 0.5881156108431128, 0.5881221351669972, 0.5881151495194584]",1
"[0.28920599658678275, 0.2892067926978482, 0.28921805179195664, 0.2892059965867828]",1
"[0.018628370535992863, 0.018629469702291058, 0.033283903430567516, 0.03326750745861243]",0
"[0.6834402643787295, 0.6834406189353341, 0.6834456332936956, 0.6834402643787296]",1
"[0.39029271553653844, 0.390293398427381, 0.3903030562912085, 0.39029271553653855]",1
"[0.5854408333549339, 0.5854412976739044, 0.5854478643593974, 0.585440833354934]",1
"[0.05640688646812661, 0.05640794332132927, 0.012824947743398004, 0.07860447865555212]",0
"[0.15770241136467567, 0.11626974114011761, 0.11628373958868006, 0.15767713064468078]",0
"[0.052233487609727125, 0.0522345491372644, 0.1414395493836089, 0.15392838388037292]",0
"[0.2546954137253829, 0.2546962484893587, 0.25470805423678483, 0.25469541372538296]",1
"[0.011661612122713255, 0.011662719091994357, 0.011678374534874641, 0.7803179034538905]",0
"[0.8212381088613403, 0.8212383090801365, 0.8212411406979409, 0.8212381088613405]",1
"[0.14364745107940674, 0.10404828676112579, 0.10406247879975578, 0.7960570717054024]",0
"[0.5002644875326049, 0.5002650472516929, 0.5002729631445355, 0.500264487532605]",1
"[0.7110949719848021, 0.7110952955672868, 0.711099871870524, 0.7110949719848022]",1
"[0.4705124401942967, 0.4705130332365894, 0.4705214204067631, 0.47051244019429683]",1
"[0.31945325802878866, 0.3194540202619944, 0.3194648002344987, 0.3194532580287887]",1
"[0.6730092473033632, 0.6730096135430267, 0.6730147931304169, 0.6730092473033633]",1
"[0.11917827419724913, 0.11917926074457398, 0.14336549157046288, 0.14335096263541586]",0
"[0.2512220348035512, 0.2512228734578178, 0.2512347342241383, 0.25122203480355126]",1
"[0.7454185095191511, 0.7454187946582219, 0.7454228272709702, 0.7454185095191512]",1
"[0.7262229228288422, 0.7262232294675584, 0.726227566141562, 0.7262229228288423]",1
"[0.0014506013131253977, 0.0014517197190515134, 0.05381405993797048, 0.08776793963092071]",0
"[0.274731344348687, 0.27473215667180656, 0.27474364504679094, 0.27473134434868707]",1
"[0.026354190567347356, 0.026355281080490366, 0.026370703790507665, 0.7990113958445538]",0
"[0.9087975625545816, 0.9087976647041064, 0.9087991093657399, 0.9087975625545818]",1
"[0.9230629288322131, 0.9230630150040906, 0.9230642336999723, 0.9230629288322133]",1
"[0.09639202524487898, 0.0963930373135009, 0.09640735061267905, 0.096392025244879]",0
"[0.5337291206053548, 0.5337296428430283, 0.5337370286505702, 0.5337291206053549]",1
"[0.5941940426463346, 0.5941944971614425, 0.5942009251946583, 0.5941940426463347]",1
"[0.013419742194257692, 0.013420847194379238, 0.10272422338305337, 0.10270900515246677]",0
"[0.9300908089862399, 0.9300908872866763, 0.9300919946597785, 0.9300908089862401]",1
"[0.07557239230173275, 0.025698303105572973, 0.02571373622224128, 0.19628639023639396]",0
"[0.007146603535268685, 0.007147715561497763, 0.007163442522857864, 0.772284554664117]",0
"[0.887415673598384, 0.8874157996962798, 0.8874175830505567, 0.8874156735983842]",1
"[0.5796461083211649, 0.5796465791304051, 0.5796532376052973, 0.579646108321165]",1
"[0.09208838267713865, 0.09208939956597213, 0.09210378103555752, 0.1896244405040656]",0
"[0.04158022420478535, 0.041581297664304094, 0.11466276091500574, 0.15575723596608032]",0
"[0.8943811519752082, 0.8943812702715548, 0.8943829432915068, 0.8943811519752084]",1
"[0.07275279199951615, 0.07275383054480372, 0.07276851829333074, 0.7915699039108636]",0
"[0.9227904410717617, 0.9227905275488338, 0.9227917505609665, 0.9227904410717619]",1
"[0.05096369144593238, 0.05096475439568027, 0.050979787287149546, 0.14683010172129704]",0
"[0.24661374355941656, 0.2466145873751106, 0.2466265211375235, 0.24661374355941662]",1
"[0.6803585766122618, 0.6803589346204513, 0.6803639977932546, 0.680358576612262]",1
"[0.07419731313947822, 0.047210091668108044, 0.0355330493407284, 0.15364469580093643]",0
"[0.25477365595372153, 0.25477449063006363, 0.25478629513812, 0.2547736559537216]",1
"[0.8828955448651177, 0.8828956760256962, 0.8828975309795569, 0.8828955448651179]",1
"[0.12453970689085225, 0.011992808123230251, 0.012008458337440048, 0.7807511957940564]",0
"[0.016925442036589203, 0.0169265431102195, 0.016942115173166794, 0.016925442036589206]",0
"[0.36732022127990205, 0.3673209299006421, 0.367330951652563, 0.3673202212799021]",1
"[0.7377366907409523, 0.7377369844838956, 0.7377411387779188, 0.7377366907409524]",1
"[0.8766337665296707, 0.8766339047036328, 0.876635858845094, 0.876633766529671]",1
"[0.3499083653902463, 0.34990909351279853, 0.34991939107138514, 0.34990836539024633]",1
"[0.10677824104430494, 0.09103161062486671, 0.09104600885002195, 0.10774306852259155]",0
"[0.5524661342355031, 0.552466635487147, 0.5524737244973063, 0.5524661342355031]",1
"[0.02060170673660786, 0.020602803692709035, 0.02091496094035003, 0.7830795821064985]",0
"[0.0009213062388016811, 0.0009224252375544996, 0.0009382508086493157, 0.10333510298373301]",0
"[0.9031406014443291, 0.9031407099298238, 0.9031422441986532, 0.9031406014443293]",1
"[0.0030458467457153177, 0.0030469633649176644, 0.0030627552829408594, 0.7822713990894462]",0
"[0.011827056834578648, 0.026199116807835866, 0.02621454199152374, 0.026198026119783897]",0
"[0.509629714254262, 0.509630263484009, 0.5096380310301175, 0.5096297142542621]",1
"[0.09799367085974608, 0.09863005851840108, 0.07551814996908764, 0.10528539852815011]",0
"[0.8117675991412235, 0.8117678099672808, 0.8117707915995193, 0.8117675991412238]",1
"[0.6989320655852278, 0.6989324027905405, 0.6989371717562187, 0.6989320655852279]",1
"[0.6146330247485449, 0.6146334563713665, 0.6146395606477387, 0.614633024748545]",1
"[0.5747515689246829, 0.5747520452159572, 0.5747587812211598, 0.574751568924683]",1
"[0.5487773891800438, 0.5487778945631954, 0.5487850420036839, 0.5487773891800439]",1
"[0.10185042069998154, 0.0850325664910192, 0.030457790873750865, 0.783238146622416]",0
"[0.6746428938296163, 0.6746432582395455, 0.6746484119497057, 0.6746428938296164]",1
"[0.875635178089872, 0.8756353173822837, 0.8756372873415502, 0.8756351780898722]",1
"[0.09326601621614183, 0.09326703178598968, 0.10854749046709018, 0.1475122011474887]",0
"[0.3984131068052818, 0.39841378060103727, 0.3984233098365293, 0.3984131068052819]",1
"[0.38444134888961634, 0.38444203833416885, 0.38445178888460796, 0.38444134888961645]",1
"[0.4976156120926324, 0.497616174778542, 0.4976241326300079, 0.4976156120926325]",1
"[0.9324305556222241, 0.9324306313020725, 0.9324317016132027, 0.9324305556222243]",1
"[0.6923733187921192, 0.6923736633434292, 0.6923785362007371, 0.6923733187921193]",1
"[0.4900891577392124, 0.4900897288549815, 0.49009780592672425, 0.4900891577392125]",1
"[0.03963696886087316, 0.0019147723881725405, 0.0019305822403074084, 0.7976487970377398]",0
"[0.1004231800521679, 0.1258663237026165, 0.12588017013956002, 0.7716864576303135]",0
"[0.5390939133946535, 0.5390944296235946, 0.5391017304519349, 0.5390939133946535]",1
"[0.2576089367025173, 0.25760976820325804, 0.25762152780000025, 0.25760893670251733]",1
"[0.593687148209981, 0.5936876032928262, 0.5936940393553334, 0.5936871482099811]",1
"[0.020928116032744613, 0.1087656958294379, 0.0973819218397396, 0.16807534678587646]",0
"[0.12432274071165547, 0.12432372149702017, 0.1243375923690641, 0.1258739848910897]",0
"[0.6467644998529558, 0.6467648954875407, 0.646770490796054, 0.6467644998529559]",1
"[0.02072539025911458, 0.02072648707668642, 0.03164820458731685, 0.14961962116681085]",0
"[0.5571755483596172, 0.5571760443365731, 0.5571830587488369, 0.5571755483596174]",1
"[0.18798295375452292, 0.08418710335914792, 0.044217309383404096, 0.18795383292516174]",0
"[0.2174593132412411, 0.2174601897107905, 0.21747258528418248, 0.21745931324124115]",1
"[0.32452348242877954, 0.3245242389831786, 0.32453493864249316, 0.3245234824287796]",1
"[0.4082865079997478, 0.4082871707369914, 0.408296543576182, 0.4082865079997479]",1
"[0.06252818080258926, 0.06252923079975468, 0.07817834061448388, 0.1421600487181875]",0
"[0.1728846037535149, 0.1272580417800231, 0.11087215724725148, 0.7949760809187848]",0
"[0.8156558698791742, 0.8156560763502491, 0.8156589963916385, 0.8156558698791744]",1
"[0.03151241747364965, 0.023637766729297717, 0.023653232485238228, 0.1094136761014954]",0
"[0.02370291505902088, 0.023704008541673705, 0.07612055690881558, 0.1061615834818976]",0
"[0.05830502052698461, 0.02794908468695704, 0.0072386433891718435, 0.08577748294271421]",0
"[0.3000467853324463, 0.3000475693014961, 0.3000586566757249, 0.3000467853324463]",1
"[0.12474819282853176, 0.04211523227275498, 0.04213040534226954, 0.1276991568719877]",0
"[0.38955189443795357, 0.38955257815853844, 0.38956224775709414, 0.3895518944379537]",1
"[0.29704557985811436, 0.2970463671886063, 0.2970575021024242, 0.2970455798581144]",1
"[0.01515467160504731, 0.015155774661994753, 0.002500988811391107, 0.022950413627780122]",0
"[0.0006612988337907864, 0.006931229638442908, 0.03936381347113119, 0.13401197666109532]",0
"[0.10338982454220297, 0.10339082877307525, 0.053039171011250046, 0.7870454550545601]",0
"[0.3072508305036527, 0.3072516064039512, 0.3072625796649177, 0.30725083050365276]",1
"[0.16816062921472003, 0.045683489900283675, 0.018390611859848624, 0.783220066107483]",0
"[0.49594180442258995, 0.4959423689832154, 0.4959503533480706, 0.49594180442259006]",1
"[0.3381779513080532, 0.3381786925690287, 0.3381891759393068, 0.3381779513080533]",1
"[0.3057695083155968, 0.30577028587502153, 0.30578128260037557, 0.30576950831559685]",1
"[0.5393465605900456, 0.5393470765360141, 0.5393543733623812, 0.5393465605900457]",1
"[0.552700700915962, 0.5527012019048843, 0.5527082871994686, 0.5527007009159621]",1
"[0.8438678733570332, 0.8438680482297997, 0.8438705213884065, 0.8438678733570334]",1
"[0.2690919837396969, 0.2690928023790731, 0.26910438008245857, 0.26909198373969695]",1
"[0.7175572360300821, 0.717557552374633, 0.7175620263145432, 0.7175572360300823]",1
"[0.5529714286262872, 0.552971929311986, 0.552979010318199, 0.5529714286262873]",1
"[0.5853630711402661, 0.5853635355463327, 0.585370103463592, 0.5853630711402662]",1
"[0.6222562818589074, 0.6222567049434473, 0.6332784953682666, 0.633272275594409]",1
"[0.7036301193858001, 0.7036304513291485, 0.7036351458768806, 0.7036301193858002]",1
"[0.5821338591723092, 0.5821343271951922, 0.582140946263701, 0.5821338591723093]",1
"[0.8480271918144229, 0.8480273620286252, 0.8480297693029424, 0.8480271918144231]",1
"[0.679031978830757, 0.6790323383247767, 0.6790374225111073, 0.6790319788307572]",1
"[0.7616936930363777, 0.7616939599467443, 0.7616977347579045, 0.7616936930363779]",1
"[0.06769072783192866, 0.08022475494929543, 0.08023932435701658, 0.0802237247716815]",0
"[0.9349567075670315, 0.9349567804175123, 0.9349578107139794, 0.9349567075670316]",1
"[0.08832427547536555, 0.08832529658011444, 0.07916171194292158, 0.13620867922318428]",0
"[0.6937735186698117, 0.6937738616528549, 0.693778712330766, 0.6937735186698119]",1
"[0.9247359364794709, 0.9247360207775286, 0.9247372129726935, 0.9247359364794712]",1
"[0.8577082675314592, 0.8577084269025602, 0.8577106808270432, 0.8577082675314595]",1
"[0.055358216602008826, 0.055359274629753874, 0.09291947043229938, 0.09290408590836668]",0
"[0.7373472396493852, 0.7373475338285257, 0.7373516942915183, 0.7373472396493853]",1
"[0.9841227478158577, 0.9841227655988669, 0.984123017097157, 0.984122747815858]",1
